County_Name,FIPS_County,date,Business_Type,Action,order_group,order_code,Current_order_status,Effective_date,Date_Signed,Citation
Alameda County,1,5/8/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/9/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/10/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/11/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/12/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/13/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/14/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/15/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/16/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/17/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/18/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/19/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/20/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/21/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/22/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/23/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/24/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/25/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/26/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/27/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/28/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/29/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/30/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,5/31/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/1/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/2/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/3/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/4/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/5/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/6/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/7/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/8/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/9/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/10/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/11/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/12/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/13/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/14/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/15/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/16/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/17/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/18/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/19/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/20/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/21/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/22/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/23/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/24/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/25/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/26/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/27/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/28/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/29/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,6/30/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,7/1/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,7/2/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,7/3/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,7/4/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,7/5/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,7/6/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,7/7/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,7/8/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,7/9/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,7/10/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,7/11/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,7/12/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,5/8/2020,5/7/2020,"Cal. Health Order (May 7, 2020)"
Alameda County,1,7/13/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/14/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/15/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/16/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/17/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/18/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/19/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/20/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/21/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/22/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/23/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/24/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/25/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/26/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/27/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/28/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/29/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/30/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,7/31/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,8/1/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,8/2/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,8/3/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,8/4/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,8/5/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,8/6/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,8/7/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,8/8/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,8/9/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Alameda County,1,8/10/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
